,player,player_id,season,team,conference,ATT,COMPLETIONS,INT,PCT,TD,YDS,YPA
4273,Tommy Armstrong Jr.,533270.0,2015,Nebraska,Big Ten,402,222,16,0.552,22,3030,7.5
1476,E.J. Warner,4916436.0,2022,Temple,American Athletic,443,268,12,0.605,18,3028,6.8
801,Charlie Brewer,4241222.0,2018,Baylor,Big 12,389,240,9,0.617,19,3024,7.8
3131,Manny Wilkins,3128814.0,2018,Arizona State,Pac-12,391,246,6,0.629,20,3023,7.7
2109,Jake Rudock,518380.0,2015,Michigan,Big Ten,389,249,9,0.64,20,3017,7.8
4029,Spencer Rattler,4426339.0,2022,South Carolina,SEC,394,262,12,0.665,18,3011,7.6
3320,Michael Pratt,4685039.0,2022,Tulane,American Athletic,338,215,5,0.636,27,3010,8.9
389,Blake LaRussa,3914543.0,2018,Old Dominion,Conference USA,391,248,10,0.634,19,3008,7.7
4157,Taulia Tagovailoa,4567097.0,2022,Maryland,Big Ten,391,262,8,0.67,18,3008,7.7
1907,J.J. McCarthy,4433970.0,2023,Michigan,Big Ten,332,240,4,0.723,22,2991,9.0
2579,Josh Jackson,4037603.0,2017,Virginia Tech,ACC,396,236,9,0.596,20,2991,7.6
3210,Matt Linehan,553235.0,2015,Idaho,Sun Belt,391,248,11,0.634,16,2989,7.6
186,Anthony Brown,4035312.0,2021,Oregon,Pac-12,390,250,7,0.641,18,2989,7.7
1064,D'Eriq King,4039300.0,2018,Houston,American Athletic,345,219,6,0.635,36,2982,8.6
1896,J'Mar Smith,3914382.0,2019,Louisiana Tech,Conference USA,367,236,5,0.643,18,2977,8.1
3352,Mikey Keene,4597499.0,2023,Fresno State,Mountain West,419,282,10,0.673,24,2976,7.1
2287,Jaxson Dart,4689114.0,2022,Ole Miss,SEC,361,226,10,0.626,20,2975,8.2
4058,Steven Montez,3915436.0,2017,Colorado,Pac-12,377,228,9,0.605,18,2975,7.9
1894,J'Mar Smith,3914382.0,2017,Louisiana Tech,Conference USA,409,229,5,0.56,16,2974,7.3
3562,P.J. Walker,549759.0,2015,Temple,American Athletic,433,246,8,0.568,19,2973,6.9
1342,Diego Pavia,5084180.0,2023,New Mexico State,Conference USA,366,221,9,0.604,26,2973,8.1
2401,Joe Licata,513614.0,2015,Buffalo,Mid-American,449,280,15,0.624,16,2969,6.6
3750,Riley Leonard,4683423.0,2022,Duke,ACC,391,250,6,0.639,20,2967,7.6
3630,Phillip Ely,515906.0,2015,Toledo,Mid-American,403,226,10,0.561,23,2965,7.4
3963,Shane Buechele,4039034.0,2016,Texas,Big 12,391,236,11,0.604,21,2958,7.6
4265,Todd Centeio,4243276.0,2021,Colorado State,Mountain West,380,229,10,0.603,15,2958,7.8
2076,Jake Browning,3886812.0,2015,Washington,Pac-12,368,233,10,0.633,16,2955,8.0
2952,Layne Hatcher,4361222.0,2019,Arkansas State,Sun Belt,310,204,10,0.658,27,2954,9.5
3450,Nathan Stanley,4036149.0,2019,Iowa,Big Ten,399,237,7,0.594,16,2951,7.4
4128,Tanner McKee,4685201.0,2022,Stanford,Pac-12,426,264,8,0.62,13,2947,6.9
2599,Joshua Dobbs,546540.0,2016,Tennessee,SEC,357,225,12,0.63,27,2946,8.3
1794,Hendon Hooker,4240858.0,2021,Tennessee,SEC,302,206,3,0.682,31,2945,9.8
2301,Jayden Daniels,4426348.0,2019,Arizona State,Pac-12,338,205,2,0.607,17,2943,8.7
2914,Kyle Trask,4034946.0,2019,Florida,SEC,354,237,7,0.669,25,2941,8.3
3094,Malik Cunningham,4240069.0,2021,Louisville,ACC,337,209,6,0.62,19,2941,8.7
655,Caleb Evans,4036585.0,2019,Louisiana Monroe,Sun Belt,389,238,10,0.612,21,2939,7.6
3253,Max Bortenschlager,4036215.0,2021,Florida International,Conference USA,342,178,12,0.52,19,2935,8.6
4485,Tyler Van Dyke,4685186.0,2021,Miami,ACC,324,202,6,0.623,25,2931,9.0
342,Ben Hicks,3916208.0,2016,SMU,American Athletic,422,234,15,0.555,19,2930,6.9
1241,DeShone Kizer,3129302.0,2016,Notre Dame,FBS Independents,361,212,9,0.587,26,2925,8.1
159,Andrew Ford,3116772.0,2017,UMass,FBS Independents,353,223,4,0.632,22,2924,8.3
1785,Hayden Wolff,4430775.0,2022,Old Dominion,Sun Belt,409,234,6,0.572,18,2919,7.1
383,Blake Frohnapfel,518271.0,2015,UMass,Mid-American,472,266,13,0.564,16,2919,6.2
1435,Drew Plitt,4039210.0,2019,Ball State,Mid-American,370,238,7,0.643,24,2918,7.9
2968,Levi Lewis,4241556.0,2021,Louisiana,Sun Belt,391,236,4,0.604,20,2917,7.5
811,Chase Brice,4239994.0,2022,Appalachian State,Sun Belt,348,219,6,0.629,27,2915,8.4
2304,Jayden Daniels,4426348.0,2022,LSU,SEC,388,266,3,0.686,17,2913,7.5
3685,Quinton Flowers,3139591.0,2017,South Florida,American Athletic,354,188,6,0.531,25,2911,8.2
2766,Kellen Mond,4240904.0,2019,Texas A&M,SEC,419,258,9,0.616,20,2897,6.9
2392,Joe Burrow,3915511.0,2018,LSU,SEC,379,219,5,0.578,16,2893,7.6
566,Brogan Roback,552782.0,2017,Eastern Michigan,Mid-American,409,245,15,0.599,19,2890,7.1
2092,Jake Haener,4243322.0,2022,Fresno State,Mountain West,349,251,3,0.719,20,2888,8.3
1240,DeShone Kizer,3129302.0,2015,Notre Dame,FBS Independents,335,211,10,0.63,21,2884,8.6
1681,Graham Mertz,4426335.0,2023,Florida,SEC,357,260,3,0.728,20,2878,8.1
536,Brett Rypien,3722362.0,2017,Boise State,Mountain West,348,218,6,0.626,16,2877,8.3
2686,Kaidon Salter,4432803.0,2023,Liberty,Conference USA,290,177,6,0.61,32,2876,9.9
1709,Grayson McCall,4427936.0,2021,Coastal Carolina,Sun Belt,241,176,3,0.73,27,2873,11.9
3615,Peyton Ramsey,4045290.0,2018,Indiana,Big Ten,446,294,13,0.659,19,2870,6.4
3528,Noah Fifita,4801717.0,2023,Arizona,Pac-12,333,241,6,0.724,25,2869,8.6
654,Caleb Evans,4036585.0,2018,Louisiana Monroe,Sun Belt,374,231,12,0.618,16,2869,7.7
2204,Jamie Newman,4037213.0,2019,Wake Forest,ACC,361,220,11,0.609,26,2868,7.9
653,Caleb Evans,4036585.0,2017,Louisiana Monroe,Sun Belt,344,211,6,0.613,17,2868,8.3
2823,Kevin Hogan,516357.0,2015,Stanford,Pac-12,304,206,8,0.678,27,2867,9.4
67,Adrian Martinez,4361182.0,2021,Nebraska,Big Ten,306,189,10,0.618,14,2863,9.4
4046,Stetson Bennett,4259553.0,2021,Georgia,SEC,287,185,7,0.645,29,2862,10.0
1519,Eric Dungey,3916447.0,2018,Syracuse,ACC,372,225,9,0.605,18,2862,7.7
202,Anthony Russo,4044122.0,2019,Temple,American Athletic,419,246,12,0.587,21,2861,6.8
2085,Jake Fromm,4240689.0,2019,Georgia,SEC,385,234,5,0.608,24,2860,7.4
3119,Malik Willis,4242512.0,2021,Liberty,FBS Independents,339,207,12,0.611,27,2857,8.4
3442,Nathan Peterman,532065.0,2016,Pittsburgh,ACC,306,185,7,0.605,27,2855,9.3
4059,Steven Montez,3915436.0,2018,Colorado,Pac-12,398,257,9,0.646,19,2848,7.2
923,Clayton Thorson,3116144.0,2017,Northwestern,Big Ten,434,262,12,0.604,15,2844,6.6
640,Cade Klubnik,4685413.0,2023,Clemson,ACC,454,290,9,0.639,19,2844,6.3
728,Carson Strong,4361435.0,2020,Nevada,Mountain West,353,247,4,0.7,26,2843,8.1
1790,Haynes King,4428993.0,2023,Georgia Tech,ACC,367,226,16,0.616,27,2842,7.7
2383,Jett Duffey,4043136.0,2019,Texas Tech,Big 12,367,239,5,0.651,18,2840,7.7
4392,Tua Tagovailoa,4241479.0,2019,Alabama,SEC,252,180,3,0.714,33,2840,11.3
4033,Spencer Sanders,4361825.0,2021,Oklahoma State,Big 12,391,243,12,0.621,20,2839,7.3
1209,David Washington,535113.0,2016,Old Dominion,Conference USA,340,202,5,0.594,31,2836,8.3
2144,Jalen Milroe,4432734.0,2023,Alabama,SEC,284,187,6,0.658,23,2834,10.0
1843,Ian Book,4046678.0,2020,Notre Dame,FBS Independents,353,228,3,0.646,15,2830,8.0
1714,Greg Ward Jr.,545552.0,2015,Houston,American Athletic,345,232,6,0.672,17,2828,8.2
4583,Will Levis,4361418.0,2021,Kentucky,SEC,353,233,13,0.66,24,2826,8.0
3449,Nathan Stanley,4036149.0,2018,Iowa,Big Ten,396,234,10,0.591,26,2825,7.1
2911,Kyle Shurmur,3915776.0,2017,Vanderbilt,SEC,380,220,10,0.579,26,2823,7.4
3930,Sean Clifford,4259592.0,2022,Penn State,Big Ten,351,226,7,0.644,24,2822,8.0
3446,Nathan Rourke,4244688.0,2019,Ohio,Mid-American,328,200,5,0.61,20,2820,8.6
3265,Max Johnson,4685740.0,2021,LSU,SEC,373,225,6,0.603,27,2815,7.5
1736,Gunnar Watson,4362723.0,2022,Troy,Sun Belt,335,206,12,0.615,14,2814,8.4
2407,Joe Milton,4360698.0,2023,Tennessee,SEC,355,230,5,0.648,20,2814,7.9
3684,Quinton Flowers,3139591.0,2016,South Florida,American Athletic,331,207,7,0.625,24,2812,8.5
3206,Matt Johns,535548.0,2015,Virginia,ACC,403,247,17,0.613,20,2810,7.0
609,C.J. Beathard,535844.0,2015,Iowa,Big Ten,362,223,5,0.616,17,2809,7.8
4060,Steven Montez,3915436.0,2019,Colorado,Pac-12,405,255,10,0.63,17,2808,6.9
3582,Patrick O'Brien,4034857.0,2019,Colorado State,Mountain West,338,209,7,0.618,13,2803,8.3
2774,Kelly Bryant,3728240.0,2017,Clemson,ACC,398,262,8,0.658,13,2802,7.0
1380,Donovan Smith,4690977.0,2023,Houston,Big 12,396,255,13,0.644,22,2800,7.1
111,Alex McGough,3128843.0,2017,Florida International,Conference USA,355,232,8,0.654,17,2798,7.9
2310,Jayden de Laura,4697623.0,2021,Washington State,Pac-12,359,227,9,0.632,23,2798,7.8
1147,Daniel Jones,3917792.0,2016,Duke,ACC,415,263,9,0.634,15,2795,6.7
2250,Jarrett Stidham,3892775.0,2018,Auburn,SEC,369,224,5,0.607,18,2795,7.6
2070,Jake Bentley,4038809.0,2017,South Carolina,SEC,394,245,12,0.622,18,2794,7.1
857,Chevan Cordeiro,4373934.0,2021,Hawai'i,Mountain West,353,195,11,0.552,17,2793,7.9
542,Brian Lewerke,3929824.0,2017,Michigan State,Big Ten,417,246,7,0.59,20,2793,6.7
394,Blake Shapen,4565315.0,2022,Baylor,Big 12,368,233,10,0.633,18,2790,7.6
1445,Dru Brown,4038224.0,2017,Hawai'i,Mountain West,412,254,8,0.617,18,2785,6.8
2129,Jalen Hurts,4040715.0,2016,Alabama,SEC,382,240,9,0.628,23,2780,7.3
1740,Gunner Kiel,534259.0,2015,Cincinnati,American Athletic,316,206,11,0.652,19,2777,8.8
859,Chevan Cordeiro,4373934.0,2023,San José State,Mountain West,363,223,4,0.614,20,2773,7.6
3410,N'Kosi Perry,4240628.0,2021,Florida Atlantic,Conference USA,345,210,7,0.609,20,2771,8.0
969,Cole Snyder,4570057.0,2022,Buffalo,Mid-American,417,248,7,0.595,15,2766,6.6
4550,Wes Lunt,534652.0,2015,Illinois,Big Ten,481,270,6,0.561,14,2761,5.7
758,Chad Kelly,534580.0,2016,Ole Miss,SEC,328,205,8,0.625,19,2758,8.4
4388,Troy Williams,546876.0,2016,Utah,Pac-12,390,207,8,0.531,15,2757,7.1
559,Brock Purdy,4361741.0,2020,Iowa State,Big 12,364,243,9,0.668,19,2750,7.6
2084,Jake Fromm,4240689.0,2018,Georgia,SEC,305,206,6,0.675,30,2749,9.0
1323,Devin Leary,4361653.0,2023,Kentucky,SEC,371,209,12,0.563,25,2746,7.4
4402,Ty Gangi,3122611.0,2017,Nevada,Mountain West,374,228,11,0.61,25,2746,7.3
2541,Jordan Travis,4360799.0,2023,Florida State,ACC,324,207,2,0.639,20,2745,8.5
4174,Taylor Lamb,548447.0,2017,Appalachian State,Sun Belt,337,206,6,0.611,27,2737,8.1
1116,Dallas Davis,3125259.0,2016,South Alabama,Sun Belt,350,200,12,0.571,11,2735,7.8
1512,Emory Jones,4360230.0,2021,Florida,SEC,346,224,13,0.647,19,2734,7.9
331,Ben Bryant,4360056.0,2022,Cincinnati,American Athletic,349,214,7,0.613,21,2732,7.8
1272,Deondre Francois,3921561.0,2018,Florida State,ACC,396,227,12,0.573,15,2731,6.9
2189,James Morgan,3914395.0,2018,Florida International,Conference USA,326,213,7,0.653,26,2727,8.4
416,Brady Cook,4429435.0,2022,Missouri,SEC,379,244,7,0.644,13,2727,7.2
1961,Jack Coan,4242331.0,2019,Wisconsin,Big Ten,339,236,5,0.696,18,2727,8.0
3146,Marcus McMaryion,3127332.0,2017,Fresno State,Mountain West,351,218,5,0.621,14,2726,7.8
109,Alex McGough,3128843.0,2015,Florida International,Conference USA,420,269,8,0.64,21,2722,6.5
1906,J.J. McCarthy,4433970.0,2022,Michigan,Big Ten,322,208,5,0.646,22,2719,8.4
2604,Justice Hansen,3116379.0,2016,Arkansas State,Sun Belt,340,197,8,0.579,19,2719,8.0
3858,Ryan Willis,3917958.0,2018,Virginia Tech,ACC,364,213,9,0.585,24,2716,7.5
2453,John Paddock,4361636.0,2022,Ball State,Mid-American,480,286,14,0.596,18,2715,5.7
2102,Jake Luton,3124900.0,2019,Oregon State,Pac-12,358,222,3,0.62,28,2714,7.6
2078,Jake Browning,3886812.0,2017,Washington,Pac-12,334,229,5,0.686,19,2711,8.1
4637,Zac Thomas,4036429.0,2019,Appalachian State,Sun Belt,358,224,6,0.626,28,2709,7.6
375,Blake Barnett,3858944.0,2018,South Florida,American Athletic,350,214,11,0.611,12,2705,7.7
2498,Jonah Johnson,4687558.0,2021,New Mexico State,FBS Independents,438,257,8,0.587,10,2705,6.2
4487,Tyler Van Dyke,4685186.0,2023,Miami,ACC,333,219,12,0.658,19,2703,8.1
3369,Mitch Leidner,530731.0,2015,Minnesota,Big Ten,407,242,11,0.595,14,2701,6.6
1393,Dorian Thompson-Robinson,4367178.0,2019,UCLA,Pac-12,362,216,12,0.597,21,2701,7.5
3411,N'Kosi Perry,4240628.0,2022,Florida Atlantic,Conference USA,370,215,5,0.581,25,2701,7.3
1710,Grayson McCall,4427936.0,2022,Coastal Carolina,Sun Belt,297,207,2,0.697,24,2700,9.1
565,Brogan Roback,552782.0,2016,Eastern Michigan,Mid-American,372,219,7,0.589,18,2694,7.2
4266,Todd Centeio,4243276.0,2022,James Madison,Sun Belt,283,180,5,0.636,25,2692,9.5
1148,Daniel Jones,3917792.0,2017,Duke,ACC,453,257,11,0.567,14,2691,5.9
3882,Sam Hartman,4361994.0,2023,Notre Dame,FBS Independents,301,191,8,0.635,24,2689,8.9
2417,Joel Stave,514230.0,2015,Wisconsin,Big Ten,370,225,11,0.608,11,2687,7.3
1066,D'Eriq King,4039300.0,2020,Miami,ACC,329,211,5,0.641,23,2686,8.2
1000,Conner Manning,550226.0,2016,Georgia State,Sun Belt,373,207,13,0.555,16,2684,7.2
887,Chris Reynolds,4259269.0,2021,Charlotte,Conference USA,338,216,9,0.639,26,2680,7.9
3513,Nick Stevens,546267.0,2015,Colorado State,Mountain West,347,211,12,0.608,21,2679,7.7
585,Bryce Perkins,3675812.0,2018,Virginia,ACC,349,225,9,0.645,25,2679,7.7
3595,Payton Thorne,4430590.0,2022,Michigan State,Big Ten,387,242,11,0.625,19,2679,6.9
1517,Eric Dungey,3916447.0,2016,Syracuse,ACC,355,230,7,0.648,15,2679,7.5
773,Chance Nolan,4360824.0,2021,Oregon State,Pac-12,318,204,10,0.642,19,2677,8.4
2658,KJ Jefferson,4567149.0,2021,Arkansas,SEC,294,198,4,0.673,21,2676,9.1
1149,Daniel Jones,3917792.0,2018,Duke,ACC,392,237,9,0.605,22,2674,6.8
3218,Matt McDonald,4239937.0,2022,Bowling Green,Mid-American,380,232,9,0.611,22,2669,7.0
211,Anu Solomon,552097.0,2015,Arizona,Pac-12,330,205,5,0.621,20,2667,8.1
158,Andrew Ford,3116772.0,2016,UMass,FBS Independents,365,222,14,0.608,26,2665,7.3
3275,McKenzie Milton,4042113.0,2018,UCF,American Athletic,289,171,6,0.592,25,2663,9.2
2044,Jacoby Brissett,512191.0,2015,NC State,ACC,395,237,6,0.6,20,2662,6.7
1921,JT Daniels,4374303.0,2018,USC,Pac-12,362,216,10,0.597,14,2661,7.4
739,Carter Stanley,3917957.0,2019,Kansas,Big 12,370,226,11,0.611,24,2661,7.2
2233,Jarret Doege,4244029.0,2018,Bowling Green,Mid-American,389,242,12,0.622,27,2660,6.8
735,Carter Bradley,4362260.0,2023,South Alabama,Sun Belt,326,221,7,0.678,19,2660,8.2
386,Blake Kemp,3126168.0,2015,East Carolina,American Athletic,375,260,10,0.693,16,2658,7.1
2955,Layne Hatcher,4361222.0,2022,Texas State,Sun Belt,440,273,10,0.62,19,2654,6.0
3927,Sean Clifford,4259592.0,2019,Penn State,Big Ten,319,189,7,0.592,23,2654,8.3
2555,Jorge Reyna,4242995.0,2019,Fresno State,Mountain West,364,235,11,0.646,15,2653,7.3
1278,Dequan Finn,4427191.0,2023,Toledo,Mid-American,317,201,9,0.634,22,2651,8.4
2659,KJ Jefferson,4567149.0,2022,Arkansas,SEC,300,204,5,0.68,24,2648,8.8
526,Brett Gabbert,4427243.0,2021,Miami (OH),Mid-American,299,178,6,0.595,26,2648,8.9
105,Alex Hornibrook,3886609.0,2017,Wisconsin,Big Ten,318,198,15,0.623,25,2644,8.3
4529,Vernon Adams Jr.,511713.0,2015,Oregon,Pac-12,259,168,6,0.649,26,2643,10.2
4579,Will Howard,4429955.0,2023,Kansas State,Big 12,358,219,10,0.612,24,2643,7.4
4034,Spencer Sanders,4361825.0,2022,Oklahoma State,Big 12,368,212,9,0.576,17,2642,7.2
85,Alan Bowman,4362159.0,2018,Texas Tech,Big 12,327,227,7,0.694,17,2638,8.1
1090,D.J. Uiagalelei,4429020.0,2023,Oregon State,Pac-12,315,180,7,0.571,21,2638,8.4
1623,Garrett Shrader,4426966.0,2022,Syracuse,ACC,317,205,7,0.647,17,2636,8.3
1154,Daniel Richardson,4570259.0,2021,Central Michigan,Mid-American,316,191,6,0.604,24,2633,8.3
1409,Drew Allar,4714771.0,2023,Penn State,Big Ten,388,233,2,0.601,25,2631,6.8
1841,Ian Book,4046678.0,2018,Notre Dame,FBS Independents,314,214,7,0.682,19,2628,8.4
4232,Thomas Sirk,530478.0,2015,Duke,ACC,427,251,8,0.588,16,2625,6.1
1189,Darren Grainger,4369448.0,2023,Georgia State,Sun Belt,358,244,7,0.682,20,2625,7.3
1451,Dustin Crum,4244068.0,2019,Kent State,Mid-American,312,216,2,0.692,20,2622,8.4
4279,Tommy DeVito,4240391.0,2022,Illinois,Big Ten,367,255,4,0.695,15,2619,7.1
3093,Malik Cunningham,4240069.0,2020,Louisville,ACC,303,195,12,0.644,20,2617,8.6
64,Adrian Martinez,4361182.0,2018,Nebraska,Big Ten,347,224,8,0.646,17,2617,7.5
2083,Jake Fromm,4240689.0,2017,Georgia,SEC,291,181,7,0.622,24,2615,9.0
833,Chase Litton,3931782.0,2016,Marshall,Conference USA,371,231,9,0.623,24,2612,7.0
832,Chase Litton,3931782.0,2015,Marshall,Conference USA,383,230,8,0.601,23,2605,6.8
3629,Philip Nelson,530738.0,2016,East Carolina,American Athletic,347,234,8,0.674,16,2603,7.5
3770,Rocky Lombardi,4241965.0,2021,Northern Illinois,Mid-American,343,200,8,0.583,15,2597,7.6
236,Asher O'Hara,4374350.0,2019,Middle Tennessee,Conference USA,333,208,8,0.625,20,2594,7.8
4469,Tyler Rogers,3124981.0,2016,New Mexico State,Sun Belt,402,224,12,0.557,16,2589,6.4
2561,Josh Adkins,4241635.0,2019,New Mexico State,FBS Independents,437,275,15,0.629,14,2588,5.9
1093,DJ Irons,4368768.0,2022,Akron,Mid-American,381,255,7,0.669,10,2587,6.8
2461,John Rhys Plumlee,4426494.0,2022,UCF,American Athletic,346,218,8,0.63,14,2586,7.5
2224,Jaren Hall,4373632.0,2021,BYU,FBS Independents,296,189,5,0.639,20,2583,8.7
643,Cade McNamara,4427455.0,2021,Michigan,Big Ten,327,210,6,0.642,15,2576,7.9
3994,Shea Patterson,4035292.0,2018,Michigan,Big Ten,319,207,7,0.649,22,2570,8.1
4411,Ty Storey,3886621.0,2019,Western Kentucky,Conference USA,345,241,7,0.699,14,2567,7.4
344,Ben Hicks,3916208.0,2018,SMU,American Athletic,370,207,6,0.559,19,2567,6.9
3874,Sam Ehlinger,4241820.0,2020,Texas,Big 12,322,194,5,0.602,26,2566,8.0
885,Chris Reynolds,4259269.0,2019,Charlotte,Conference USA,291,181,11,0.622,22,2564,8.8
201,Anthony Russo,4044122.0,2018,Temple,American Athletic,345,198,14,0.574,14,2563,7.4
1779,Hayden Moore,3125813.0,2017,Cincinnati,American Athletic,424,239,9,0.564,20,2562,6.0
2190,James Morgan,3914395.0,2019,Florida International,Conference USA,357,207,5,0.58,14,2560,7.2
3621,Phil Jurkovec,4372768.0,2020,Boston College,ACC,336,205,5,0.61,17,2558,7.6
1912,J.T. Barrett,545624.0,2016,Ohio State,Big Ten,379,233,7,0.615,24,2555,6.7
3217,Matt McDonald,4239937.0,2021,Bowling Green,Mid-American,393,236,7,0.601,12,2555,6.5
2873,Kurt Benkert,545645.0,2016,Virginia,ACC,406,228,11,0.562,21,2552,6.3
200,Anthony Richardson,4429084.0,2022,Florida,SEC,327,176,9,0.538,17,2549,7.8
1010,Connor Bazelak,4426444.0,2021,Missouri,SEC,377,246,11,0.653,16,2548,6.8
1746,Gus Ragland,3125968.0,2018,Miami (OH),Mid-American,371,226,5,0.609,17,2547,6.9
2318,Jaylen Raynor,5080403.0,2023,Arkansas State,Sun Belt,285,166,7,0.582,17,2543,8.9
400,Bo Nix,4567218.0,2019,Auburn,SEC,377,217,6,0.576,16,2542,6.7
2235,Jarret Doege,4244029.0,2020,West Virginia,Big 12,369,236,4,0.64,14,2542,6.9
888,Chris Reynolds,4259269.0,2022,Charlotte,Conference USA,316,201,11,0.636,22,2542,8.0
3753,Riley Neal,3915468.0,2016,Ball State,Mid-American,394,242,12,0.614,13,2541,6.4
1437,Drew Plitt,4039210.0,2021,Ball State,Mid-American,411,248,6,0.603,18,2541,6.2
4608,Wilton Speight,3115966.0,2016,Michigan,Big Ten,331,204,7,0.616,18,2538,7.7
889,Chris Robison,4241399.0,2018,Florida Atlantic,Conference USA,304,192,12,0.632,12,2533,8.3
826,Chase Garbers,4242408.0,2021,California,Pac-12,348,223,8,0.641,16,2531,7.3
2846,Khalil Tate,4039602.0,2018,Arizona,Pac-12,302,170,8,0.563,26,2530,8.4
905,Christian Hackenberg,552329.0,2015,Penn State,Big Ten,359,192,6,0.535,16,2525,7.0
1089,D.J. Uiagalelei,4429020.0,2022,Clemson,ACC,368,228,7,0.62,22,2515,6.8
4312,Trace McSorley,3116172.0,2018,Penn State,Big Ten,361,192,7,0.532,18,2513,7.0
1579,Frank Harris,4245186.0,2023,UT San Antonio,American Athletic,336,218,8,0.649,18,2506,7.5
2560,Josh Adkins,4241635.0,2018,New Mexico State,FBS Independents,393,222,9,0.565,13,2505,6.4
2753,Keegan Shoemaker,4571819.0,2023,Sam Houston State,Conference USA,419,264,11,0.63,15,2504,6.0
1518,Eric Dungey,3916447.0,2017,Syracuse,ACC,377,225,9,0.597,14,2495,6.6
4451,Tyler Jones,548240.0,2015,Texas State,Sun Belt,382,223,10,0.584,14,2494,6.5
703,Cameron Rising,4362075.0,2021,Utah,Pac-12,320,204,5,0.638,20,2493,7.8
1444,Dru Brown,4038224.0,2016,Hawai'i,Mountain West,335,209,7,0.624,19,2488,7.4
1708,Grayson McCall,4427936.0,2020,Coastal Carolina,Sun Belt,249,172,3,0.691,26,2488,10.0
2074,Jake Bentley,4038809.0,2021,South Alabama,Sun Belt,303,212,8,0.7,17,2476,8.2
2173,James Blackman,4240020.0,2022,Arkansas State,Sun Belt,347,223,3,0.643,14,2473,7.1
1163,Danny Etling,550170.0,2017,LSU,SEC,275,165,2,0.6,16,2463,9.0
3806,Ryan Agnew,3921648.0,2019,San Diego State,Mountain West,371,234,6,0.631,14,2462,6.6
1870,Isaiah Green,4261909.0,2018,Marshall,Conference USA,330,187,10,0.567,15,2459,7.5
1469,Dylan Morris,4569598.0,2021,Washington,Pac-12,363,220,12,0.606,14,2458,6.8
1564,Feleipe Franks,4034948.0,2018,Florida,SEC,322,188,6,0.584,24,2457,7.6
3616,Peyton Ramsey,4045290.0,2019,Indiana,Big Ten,300,204,5,0.68,13,2454,8.2
1136,Dan Ellington,4361902.0,2019,Georgia State,Sun Belt,355,227,8,0.639,22,2447,6.9
1292,Desmond Ridder,4239086.0,2018,Cincinnati,American Athletic,311,194,5,0.624,20,2445,7.9
2631,Justin McMillan,3843247.0,2019,Tulane,American Athletic,314,183,10,0.583,17,2444,7.8
1926,JT Daniels,4374303.0,2023,Rice,American Athletic,287,181,7,0.631,21,2443,8.5
1871,Isaiah Green,4261909.0,2019,Marshall,Conference USA,336,189,11,0.563,15,2438,7.3
3448,Nathan Stanley,4036149.0,2017,Iowa,Big Ten,351,196,6,0.558,26,2437,6.9
4352,Trevor Knight,534449.0,2016,Texas A&M,SEC,362,193,7,0.533,19,2432,6.7
1188,Darren Grainger,4369448.0,2022,Georgia State,Sun Belt,296,173,7,0.584,18,2431,8.2
3445,Nathan Rourke,4244688.0,2018,Ohio,Mid-American,275,165,8,0.6,23,2431,8.8
2024,Jacob Eason,4035003.0,2016,Georgia,SEC,370,204,8,0.551,16,2430,6.6
2954,Layne Hatcher,4361222.0,2021,Arkansas State,Sun Belt,341,201,13,0.589,19,2423,7.1
3473,Nick Fitzgerald,558337.0,2016,Mississippi State,SEC,361,196,10,0.543,21,2423,6.7
2830,Keyone Jenkins,5085337.0,2023,Florida International,Conference USA,332,194,11,0.584,11,2422,7.3
2264,Jason Driskel,3122713.0,2016,Florida Atlantic,Conference USA,327,200,11,0.612,9,2420,7.4
3940,Sefo Liufau,550278.0,2015,Colorado,Pac-12,344,214,6,0.622,9,2420,7.0
401,Bo Nix,4567218.0,2020,Auburn,SEC,356,214,7,0.601,12,2414,6.8
524,Brett Gabbert,4427243.0,2019,Miami (OH),Mid-American,316,175,8,0.554,11,2411,7.6
4443,Tyler Huntley,4035671.0,2017,Utah,Pac-12,312,199,10,0.638,15,2411,7.7
1395,Dorian Thompson-Robinson,4367178.0,2021,UCLA,Pac-12,283,176,6,0.622,21,2409,8.5
