player,player_id,position,Season,Draft Class,team_name,player_game_count,block_percent,declined_penalties,franchise_id,grades_offense,grades_pass_block,grades_run_block,weighted_blocking_grade,hits_allowed,hurries_allowed,non_spike_pass_block,non_spike_pass_block_percentage,pass_block_percent,pbe,penalties,pressures_allowed,sacks_allowed,snap_counts_block,snap_counts_ce,snap_counts_lg,snap_counts_lt,snap_counts_rg,snap_counts_rt,snap_counts_te,snap_counts_offense,snap_counts_pass_block,snap_counts_pass_play,snap_counts_run_block
Taylor Decker,10650,T,2014,2016,OHIO STATE,15,100,0,260,88.6,77.8,90.1,84.2,2,13,475,100,100,97.6,6,19,4,1016,0,0,1014,0,1,1,1016,491,491,525
John Michael Schmitz Jr.,55238,C,2021,2023,MINNESOTA,13,100,0,225,88.5,81.3,87.5,85.2,0,5,291,100,100,99.1,3,5,0,837,836,0,0,0,0,0,837,317,317,520
Laken Tomlinson,9461,G,2014,2015,DUKE,13,100,0,154,88.5,91.6,89.4,90.6,0,4,477,100,100,99.6,4,4,0,918,0,0,0,918,0,0,918,492,492,426
Fred Zerblis,46680,G,2016,2017,COLO STATE,13,100,0,144,88.4,88.5,86.1,87.2,2,3,379,100,100,99.3,3,5,0,872,0,0,0,870,0,0,872,388,388,484
Parker Collins,22381,G,2015,2017,APP STATE,13,100,2,108,88.4,88.3,92.1,90.6,0,2,303,100,100,99,10,4,2,814,77,737,0,0,0,0,814,321,321,493
Mike Novitsky,77545,C,2020,2024,BUFFALO,7,100,0,126,88.3,69.1,86.5,80.1,2,1,156,100,100,99,1,3,0,454,454,0,0,0,0,0,454,168,168,286
Jordan McFadden,77578,T,2019,2023,CLEMSON,12,99.7,0,140,88.3,77.5,86.7,82.1,1,4,160,99.4,99.4,97.8,0,6,1,335,0,0,286,0,49,0,336,167,168,168
Nick Martin,10684,C,2015,2016,NOTRE DAME,13,100,1,258,88.3,86.5,90.2,88.2,0,5,434,100,100,99.4,7,5,0,854,854,0,0,0,0,0,854,461,461,393
Taliese Fuaga,131732,T,2023,2024,OREGON ST,12,100,0,265,88.2,80.0,90.9,85.4,2,10,339,100,100,98.2,8,12,0,700,0,0,0,0,699,0,700,351,351,349
O'Cyrus Torrence,102821,G,2021,2023,LA LAFAYET,12,100,0,207,88.2,84.8,89.4,87.1,1,4,377,100,100,99.3,2,5,0,807,0,0,0,761,46,0,807,395,395,412
Dalton Risner,47008,T,2016,2019,KANSAS ST,13,100,0,199,88.2,85.9,86.7,86.4,1,8,366,100,100,98.5,6,10,1,885,0,0,0,0,885,0,885,386,386,499
Daniel Stephens,23173,C,2015,2017,MIDDLE TN,13,100,0,224,88.2,80.4,90.4,85.0,3,12,505,100,100,98.3,3,16,1,963,563,0,0,400,0,0,963,523,523,440
Sean Donnelly,9835,T,2014,2015,TULANE,12,100,3,319,88.2,78.5,91.1,83.9,5,12,481,100,100,97.8,13,19,2,887,0,0,14,0,873,0,887,504,504,383
Mike Johnson,41265,G,2020,2021,ARMY,12,100,1,114,88.1,47.0,87.8,82.3,1,2,94,100,100,96.3,2,5,2,746,0,746,0,0,0,0,746,101,101,645
Chris Jasperse,9882,C,2014,2015,MARSHALL,14,100,0,214,88.1,87.1,91.8,89.2,1,5,519,100,100,99.2,14,7,1,1015,1015,0,0,0,0,0,1015,553,553,462
Cyril Lemon,10093,T,2014,2015,N TEXAS,12,100,1,251,88.1,84.6,85.9,85.3,3,4,369,100,100,97.2,4,14,7,798,0,0,1,73,724,0,798,382,382,416
O'Cyrus Torrence,102821,G,2022,2023,FLORIDA,11,100,0,163,88.0,76.0,89.9,82.8,0,8,334,100,100,98.8,0,8,0,698,0,0,0,697,0,0,698,355,355,343
Kendrick Green,56642,G,2020,2021,ILLINOIS,8,100,2,187,88.0,75.2,88.6,82.5,2,4,225,100,100,98.7,4,6,0,527,211,316,0,0,0,0,527,238,238,289
James O'Hagan,28134,C,2018,2019,BUFFALO,14,100,1,126,88.0,88.7,88.3,88.5,0,4,452,100,100,99.6,7,4,0,980,980,0,0,0,0,0,980,491,491,489
Mike McGlinchey,46275,T,2015,2018,NOTRE DAME,13,100,0,258,88.0,79.7,90.2,84.6,2,15,436,100,100,98.1,5,17,0,866,0,0,0,0,865,1,866,463,463,403
Andrew Ness,16416,C,2014,2016,N ILLINOIS,14,100,0,254,88.0,81.6,87.4,84.9,1,5,435,100,100,99.3,1,6,0,1044,1044,0,0,0,0,0,1044,455,455,589
Everett Smalley,131512,T,2021,2023,AIR FORCE,12,99.5,0,101,87.9,64.8,87.4,84.1,1,3,106,96.4,96.5,98.1,4,4,0,745,0,0,654,0,0,95,749,109,113,636
Dalton Risner,47008,C,2015,2019,KANSAS ST,13,99.9,0,199,87.9,84.7,87.9,86.4,1,7,402,100,100,99,2,8,0,899,900,0,0,0,0,0,900,429,429,470
Le'Raven Clark,10716,T,2015,2016,TEXAS TECH,13,100,1,315,87.9,83.6,86.9,84.7,2,21,642,100.2,100.1,97.9,6,25,2,1031,0,0,1008,0,0,20,1031,674,673,357
J.J. Dielman,11931,T,2015,2017,UTAH,13,100,0,328,87.9,77.3,90.0,84.0,2,12,417,100,100,97.6,3,17,3,947,0,0,0,0,946,0,947,445,445,502
Nick Gstrein,16861,G,2015,2016,UNLV,9,100,0,325,87.9,78.4,89.4,83.7,1,4,311,100.3,100.3,98.9,2,6,1,632,0,0,0,632,0,0,632,330,329,302
Brady Christensen,51985,T,2019,2021,BYU,13,100,0,128,87.8,91.8,81.4,87.5,0,11,515,100,100,98.7,6,12,1,930,0,0,928,0,2,0,930,542,542,388
Zach Banner,11892,T,2015,2017,USC,14,100,0,326,87.8,87.8,90.4,89.0,2,6,405,100,100,98.8,13,9,1,800,0,0,139,0,661,0,800,427,427,373
Caleb Chandler,59814,G,2021,2023,LOUISVILLE,13,100,1,210,87.7,86.0,88.9,87.4,1,6,422,100,100,99.2,4,7,0,853,0,853,0,0,0,0,853,443,443,410
Matt Hennessy,41141,C,2019,2020,TEMPLE,12,100,0,306,87.7,81.4,89.2,84.9,1,4,470,100,100,99.5,5,5,0,889,889,0,0,0,0,0,889,494,494,395
Isaiah Wynn,46048,G,2015,2018,GEORGIA,13,100,0,173,87.7,91.8,88.3,89.9,2,5,345,100,100,98.4,6,9,2,792,0,477,312,0,0,3,792,354,354,438
Dan Feeney,11826,G,2015,2017,INDIANA,13,100,1,190,87.7,87.3,87.5,87.4,1,5,492,100,100,99.4,5,6,0,1074,0,0,0,1074,0,0,1074,510,510,564
Sebastian Johansson,10989,G,2015,2016,MARSHALL,13,100,0,214,87.7,83.9,88.9,86.2,3,3,490,100,100,99,1,8,2,947,0,947,0,0,0,0,947,519,519,428
Taylor Decker,10650,T,2015,2016,OHIO STATE,13,100,2,260,87.7,78.8,87.4,83.7,3,10,364,100,100,97.7,4,15,2,876,0,0,872,0,0,4,876,379,379,497
Chris Borrayo,46019,G,2015,2017,CAL,13,100,0,130,87.6,84.4,89.7,86.3,1,15,576,100,100,98.6,1,16,0,968,0,968,0,0,0,0,968,616,616,352
Zach Thomas,43641,T,2020,2022,S DIEGO ST,8,100,0,284,87.5,61.1,90.1,77.7,2,9,234,100,100,96.8,0,13,2,566,0,0,0,0,564,0,566,242,242,324
Pat Elflein,11825,G,2015,2017,OHIO STATE,13,100,0,260,87.5,80.5,88.5,85.0,2,7,362,100,100,98.5,2,10,1,872,14,1,0,857,0,0,872,377,377,495
Jacob Bennett,21772,T,2015,2016,BOWL GREEN,14,100,0,122,87.5,75.7,89.8,81.5,1,17,637,100,100,97.6,5,24,6,1137,0,0,1128,0,2,7,1137,671,671,466
Evan Boehm,10762,C,2014,2016,MISSOURI,14,100,1,229,87.5,83.2,90.2,86.5,0,8,483,100,100,99.2,3,8,0,974,974,0,0,0,0,0,974,512,512,462
Clay Webb,99076,G,2023,2024,JVILLE ST,13,100,0,196,87.4,89.0,85.1,86.7,0,1,335,100,100,99.6,1,2,1,848,0,848,0,0,0,0,848,350,350,498
Jordan McFadden,77578,T,2021,2023,CLEMSON,13,100,0,140,87.4,84.7,84.9,84.8,0,8,409,100,100,98.8,3,9,1,866,0,0,864,0,1,0,866,435,435,431
Colin Sandor,46050,G,2015,2017,AIR FORCE,14,100,0,101,87.4,86.6,84.6,85.0,0,1,163,100,100,99.7,0,1,0,892,0,888,0,0,0,4,892,168,168,724
Andy Phillips,10114,G,2014,2015,C MICHIGAN,13,100,0,134,87.4,89.5,85.4,87.4,1,5,424,100,100,99.1,2,7,1,917,0,916,0,1,0,0,917,446,446,471
Ryan Neuzil,41123,G,2020,2021,APP STATE,12,100,0,108,87.3,87.8,86.4,87.0,0,4,356,100,100,98.6,3,7,3,863,10,853,0,0,0,0,863,380,380,483
Jaylon Thomas,77421,T,2020,2023,SMU,9,100,1,287,87.3,82.8,84.8,83.6,1,7,358,100,100,98.3,3,10,2,653,0,0,653,0,0,0,653,378,378,275
Mikingson Marsaille,18004,G,2015,2016,FAU,12,100,0,165,87.3,75.1,89.7,82.2,2,9,451,100.2,100.2,98.1,3,14,3,923,0,921,1,0,0,1,923,475,474,448
Kellen Diesch,41750,T,2021,2022,ARIZONA ST,13,100,1,110,87.2,89.4,84.3,86.9,0,6,398,100,100,98.7,8,8,2,823,0,0,821,0,0,2,823,413,413,410
Zach Thomas,43641,T,2021,2022,S DIEGO ST,13,99.7,0,284,87.2,73.7,89.6,82.1,2,8,382,99.2,99.3,97.9,3,13,3,875,0,0,858,0,0,19,878,412,415,463
Colton Jackson,46065,T,2014,2017,ARK STATE,13,100,0,113,87.2,90.7,82.9,87.0,1,7,456,100,100,98.9,5,9,1,907,0,0,0,0,891,16,907,479,479,428
Bo Bonnheim,17345,C,2014,2016,FRESNO ST,14,100,0,169,87.2,84.7,89.2,86.6,2,13,603,100,100,98.3,4,18,3,1111,1111,0,0,0,0,0,1111,633,633,478
Robert Hunt,46139,T,2019,2020,LA LAFAYET,7,100,0,207,87.1,80.7,86.0,83.5,0,1,184,100,100,99.2,2,2,1,412,0,0,0,6,402,4,412,196,196,216
Jedrick Wills Jr.,58467,T,2017,2020,ALABAMA,10,100,0,103,87.1,82.7,82.0,82.2,0,0,34,100,100,100,1,0,0,121,0,0,0,0,121,0,121,34,34,87
Colby Gossett,46673,G,2014,2018,APP STATE,8,100,0,108,87.1,75.0,88.6,83.4,0,6,168,100,100,98.2,2,6,0,485,0,0,0,485,0,0,485,186,186,299
Cooper Hodges,81548,T,2022,2023,APP STATE,12,100,0,108,87.0,78.4,87.3,82.7,2,5,406,100,100,98.9,4,8,1,837,0,0,0,1,833,3,837,428,428,409
Tanor Bortolini,129915,T,2021,2024,WISCONSIN,9,100,0,349,87.0,54.7,89.5,80.1,1,3,84,100,100,96.4,1,5,1,329,0,58,0,16,229,26,329,89,89,240
Larry Borom,59879,T,2020,2021,MISSOURI,8,100,0,229,87.0,84.5,81.5,83.2,1,2,310,100,100,99.2,1,4,1,589,0,0,0,0,587,1,589,324,324,265
Jamarco Jones,46226,T,2017,2018,OHIO STATE,14,100,1,260,87.0,81.8,84.1,82.9,2,7,431,100,100,98.5,3,11,2,911,0,0,911,0,0,0,911,463,463,448
Oni Omoile,11360,G,2015,2016,IOWA STATE,11,100,1,193,87.0,85.2,87.6,86.3,2,9,360,100,100,98.5,1,11,0,688,0,206,0,482,0,0,688,376,376,312
Beau Nunn,46851,T,2015,2018,APP STATE,7,100,0,108,87.0,85.1,84.2,84.5,1,4,151,100,100,98.3,5,5,0,434,0,0,27,0,394,13,434,163,163,271
Lene Maiava,11287,G,2015,2016,ARIZONA,13,100,1,109,87.0,66.6,92.7,78.2,1,22,529,100.2,100.2,97.1,6,27,4,998,0,0,0,0,998,0,998,553,552,445
Cooper McCaw,59795,T,2020,2023,LIBERTY,11,100,0,206,86.9,82.3,82.8,82.5,0,8,332,100,100,98.8,0,8,0,679,0,0,12,0,655,12,679,351,351,328
Drew Dalman,52270,C,2020,2021,STANFORD,6,100,0,300,86.9,68.6,90.1,77.4,0,5,242,100,100,99,1,5,0,437,437,0,0,0,0,0,437,258,258,179
Isaac Asiata,11919,G,2015,2017,UTAH,13,100,0,328,86.9,72.7,89.1,81.4,4,11,418,100,100,97.7,2,17,2,951,0,951,0,0,0,0,951,446,446,505
Arie Kouandjio,9545,G,2014,2015,ALABAMA,14,100,0,103,86.9,90.3,88.1,89.2,3,3,477,100,100,99.4,4,6,0,950,0,950,0,0,0,0,950,491,491,459
Blake Copeland,46365,T,2014,2017,NAVY,4,100,0,237,86.9,81.2,81.5,81.5,0,0,11,100,100,100,0,0,0,109,0,0,51,0,55,3,109,13,13,96
Spencer Drango,10802,T,2014,2016,BAYLOR,13,100,0,118,86.8,84.2,83.4,83.8,1,8,528,100,100,98.8,2,11,2,1050,0,0,1001,0,1,48,1050,556,556,494
Tyler Biadasz,41178,C,2018,2020,WISCONSIN,13,100,0,349,86.7,78.2,87.0,83.5,4,4,314,100,100,97.8,4,11,3,833,833,0,0,0,0,0,833,332,332,501
Tejan Koroma,27150,C,2017,2018,BYU,13,100,1,128,86.7,81.2,86.3,83.4,4,7,459,100,100,98.6,1,12,1,846,846,0,0,0,0,0,846,475,475,371
Fred Zerblis,46680,G,2015,2017,COLO STATE,13,100,0,144,86.7,89.2,86.9,88.0,3,2,420,100,100,99.4,5,5,0,948,0,0,0,948,0,0,948,443,443,505
David Adams,18613,G,2015,2016,MIDDLE TN,5,100,0,224,86.7,79.8,89.9,84.9,0,1,95,100,100,99.5,1,1,0,197,0,189,0,0,0,8,197,98,98,99
Sam Carlson,11324,T,2015,2016,COLO STATE,13,100,1,144,86.7,77.7,88.1,83.3,7,9,419,100,100,97.9,4,17,1,948,0,0,2,0,946,0,948,442,442,506
Charles Cross,98401,T,2021,2022,MISS STATE,12,100,2,227,86.6,84.7,87.2,85.2,0,14,680,100,100,98.7,9,16,2,919,0,0,919,0,0,0,919,719,719,200
Jeremiah Kolone,46167,G,2016,2018,S JOSE ST,12,100,0,285,86.6,86.6,85.4,86.1,0,3,464,100,100,98.2,0,10,7,861,64,791,5,0,0,0,861,487,487,374
Joe Dahl,10785,T,2015,2016,WASH STATE,9,100,0,341,86.6,92.0,82.3,89.7,3,12,558,100,100,98.1,6,18,3,756,0,0,756,0,0,0,756,576,576,180
Jacob Bailey,46086,G,2015,2017,INDIANA,7,100,0,190,86.6,84.5,87.3,86.0,1,3,204,100,100,99,1,4,0,448,0,436,0,12,0,0,448,210,210,238
Caleb Williams,19140,T,2014,2016,RICE,13,100,0,275,86.6,87.3,87.0,87.1,1,3,408,100,100,99,5,6,2,934,0,0,153,50,731,0,934,425,425,509
Dawand Jones,101550,T,2021,2023,OHIO STATE,13,100,1,260,86.5,78.8,90.6,83.6,1,7,448,100,100,98.4,8,11,3,790,0,0,0,0,790,0,790,468,468,322
Josh Mitchell,19044,C,2015,2016,OREGON ST,12,100,0,265,86.5,83.0,85.8,84.4,1,5,395,100,100,99,4,7,1,824,824,0,0,0,0,0,824,420,420,404
Eddie Gordon,19424,C,2015,2017,LA LAFAYET,12,100,0,207,86.5,80.8,87.3,84.0,2,8,425,100,100,98.4,2,12,2,873,792,81,0,0,0,0,873,449,449,424
Brandon Kublanow,22141,C,2015,2017,GEORGIA,13,100,0,173,86.5,72.4,88.8,81.7,0,8,332,100,100,98.5,2,9,1,787,635,14,0,138,0,0,787,341,341,446
Drake Jackson,40872,C,2020,2021,KENTUCKY,11,100,0,202,86.4,79.3,85.4,82.7,0,3,282,100,100,99.5,2,3,0,698,698,0,0,0,0,0,698,305,305,393
Terronne Prescod,46628,G,2018,2019,NC STATE,12,100,0,248,86.4,88.8,87.5,88.2,0,5,346,100,100,99.3,3,5,0,681,0,675,4,0,1,1,681,364,364,317
Cole Madison,46953,T,2017,2018,WASH STATE,13,100,0,341,86.4,91.1,76.6,88.0,3,15,776,100,100,98.3,5,22,4,1018,0,0,0,0,1018,0,1018,798,798,220
Tejan Koroma,27150,C,2016,2018,BYU,13,100,0,128,86.4,82.4,87.7,84.9,2,11,474,100,100,98.4,3,14,1,980,980,0,0,0,0,0,980,513,513,467
Brian Allen,46104,G,2016,2018,MICH STATE,12,100,0,223,86.4,81.9,86.7,84.2,1,7,415,100,100,98.6,1,10,2,825,181,305,0,339,0,0,825,438,438,387
Ronnie Stanley,10640,T,2015,2016,NOTRE DAME,13,100,2,258,86.4,88.6,87.4,88.0,4,7,431,100,100,98,11,14,3,849,0,0,848,0,0,1,849,458,458,391
J.J. Beggan,46663,G,2015,2017,BOWL GREEN,13,100,0,122,86.4,67.1,87.7,77.3,1,2,100,100,100,98.5,0,3,0,204,0,44,0,125,6,0,204,103,103,101
Daryl Williams,9535,T,2014,2015,OKLAHOMA,13,100,0,261,86.4,84.6,81.7,83.0,1,9,397,100,100,98.7,5,10,0,896,0,0,0,0,893,3,896,416,416,480
James Daniels,45576,C,2016,2018,IOWA,11,100,1,192,86.3,75.9,86.1,81.6,2,8,303,100,100,97.4,4,13,3,696,696,0,0,0,0,0,696,309,309,387
Jamison Lalk,10968,C,2015,2016,IOWA STATE,12,100,0,193,86.3,88.5,84.0,86.4,1,7,483,100,100,99.2,1,8,0,935,935,0,0,0,0,0,935,504,504,431
Robert Blodgett,18035,G,2014,2016,BUFFALO,10,100,0,126,86.3,90.1,84.5,87.3,1,3,325,100,100,99.1,2,5,1,698,0,0,0,678,16,4,698,350,350,348
J.J. Dielman,11931,T,2014,2017,UTAH,13,100,0,328,86.3,83.5,84.8,84.2,2,9,442,100,100,98.3,4,13,2,919,0,0,7,0,912,0,919,459,459,460
Kyle Hergel,87427,G,2021,2024,TEXAS ST,12,100,0,314,86.2,81.8,88.6,84.8,2,6,449,100,100,98.9,2,9,1,859,0,4,0,855,0,0,859,477,477,382
Brett Neilon,55555,C,2021,2023,USC,12,100,0,326,86.2,81.9,87.8,84.2,1,9,533,100,100,99.1,4,10,0,955,955,0,0,0,0,0,955,575,575,380
Tyler Smith,98385,T,2020,2022,TULSA,9,100,0,320,86.2,78.4,88.4,83.1,3,5,330,100,100,98.8,5,8,0,667,0,2,665,0,0,0,667,355,355,312
Bobby Evans,36800,T,2017,2019,OKLAHOMA,14,100,1,261,86.2,84.3,85.0,84.6,2,8,480,100,100,98.5,5,12,2,961,0,0,1,0,950,10,961,499,499,462
Pearce Slater,10901,T,2015,2016,S DIEGO ST,14,100,1,284,86.2,70.2,88.6,82.7,1,10,285,100,100,96.3,8,16,5,906,0,0,0,0,905,1,906,292,292,614
Paul Perschon,46111,G,2015,2017,TOLEDO,12,100,0,316,86.2,73.9,89.1,81.7,2,9,389,100,100,98.3,7,12,1,834,0,834,0,0,0,0,834,404,404,430
Connor Kruse,13284,G,2014,2015,MICH STATE,9,99.8,1,223,86.2,78.6,86.0,82.7,1,4,228,100,100,98.5,3,6,1,537,113,121,0,300,0,4,538,240,240,297
Graham Barton,122367,T,2022,2024,DUKE,12,100,0,154,86.1,83.7,85.0,84.3,0,8,425,100,100,98.6,7,10,2,826,0,0,825,0,0,0,826,455,455,371
Kyler Schott,81684,G,2021,2022,IOWA,12,100,0,192,86.1,62.4,89.7,76.7,3,8,273,100,100,98,1,11,0,613,3,562,0,48,0,0,613,291,291,322
Jordan Walsh,11471,G,2015,2016,IOWA,14,100,0,192,86.1,78.6,89.4,84.1,3,16,420,100,100,97.7,6,19,0,919,0,0,0,919,0,0,919,448,448,471
Antonyo Woods,28275,G,2015,2018,FAU,9,100,0,165,86.1,76.9,88.8,82.6,0,6,196,100,100,98.5,3,6,0,398,0,1,0,255,127,15,398,209,209,189
Joe Scelfo,38308,C,2014,2017,S ALABAMA,13,100,0,288,86.1,86.9,85.0,86.0,2,6,466,100,100,98.7,3,10,2,960,960,0,0,0,0,0,960,488,488,472
Corey Robinson,9673,T,2014,2015,S CAROLINA,13,100,0,289,86.1,80.3,86.5,83.1,3,9,493,100,100,98,4,16,4,940,0,0,939,0,0,1,940,517,517,423
T.J. Bass,131703,T,2021,2023,OREGON,14,100,0,264,86.0,74.0,90.5,82.1,0,12,450,100,100,98.2,5,14,2,931,0,431,500,0,0,0,931,474,474,457
Dustin Woodard,27124,C,2019,2020,MEMPHIS,14,100,3,218,86.0,77.8,90.1,83.7,1,3,462,100,100,99.4,6,5,1,948,948,0,0,0,0,0,948,490,490,458
Braden Smith,46794,G,2015,2018,AUBURN,13,100,1,115,86.0,81.1,86.6,84.5,5,5,331,100,100,98.5,5,10,0,899,0,0,0,826,72,0,899,344,344,555
Lucas Patrick,11435,G,2015,2016,DUKE,13,100,0,154,86.0,81.2,88.3,84.4,3,5,515,100,100,98.8,5,10,2,1000,0,1000,0,0,0,0,1000,550,550,450
Jackson Day,46126,G,2015,2017,W MICHIGAN,12,100,1,347,86.0,52.5,91.6,73.1,2,20,350,100,100,96,2,25,3,782,62,716,0,3,0,1,782,371,371,411
Max Scharping,46961,T,2017,2019,N ILLINOIS,13,100,1,254,85.9,94.0,77.8,85.9,1,4,459,100,100,99.5,3,5,0,954,0,0,952,0,0,1,954,476,476,478
Storm Norton,12188,T,2015,2017,TOLEDO,12,100,0,316,85.9,78.8,90.7,84.8,2,11,425,100,100,98.2,10,14,1,901,0,0,901,0,0,0,901,445,445,456
Austin Corbett,46290,T,2015,2018,NEVADA,13,100,1,239,85.9,77.3,85.6,82.1,4,8,368,100,100,97.3,6,16,4,919,0,0,919,0,0,0,919,387,387,532
Evan Neal,99063,T,2021,2022,ALABAMA,15,100,0,103,85.8,83.6,80.4,82.3,5,8,626,100,100,98.6,1,15,2,1073,0,0,1071,0,0,1,1073,650,650,423
Will Ulmer,41256,T,2020,2022,MARSHALL,9,100,1,214,85.8,65.1,89.6,78.3,1,4,224,100,100,98.4,4,6,1,518,0,14,84,69,350,0,518,239,239,279
Rashod Hill,11369,T,2015,2016,SO MISS,14,100,1,296,85.8,90.0,79.8,85.6,2,7,493,100,100,98.5,4,12,3,904,0,0,900,0,0,3,904,515,515,389
Octravian Anderson,19502,T,2015,2016,LA LAFAYET,12,100,2,207,85.8,74.1,86.2,80.0,4,9,423,100,100,97.5,6,17,4,871,0,0,0,0,871,0,871,447,447,424
Danny Isidora,11933,G,2014,2017,MIAMI FL,13,100,0,220,85.8,80.3,90.2,85.0,1,8,403,100,100,98.4,6,11,2,801,0,0,0,801,0,0,801,418,418,383
Justin Dedich,83018,G,2021,2024,USC,12,100,0,326,85.7,79.0,91.2,84.3,2,3,278,100,100,99.1,4,5,0,534,0,456,0,78,0,0,534,301,301,233
Luke Tenuta,77367,T,2020,2022,VA TECH,9,99.8,0,337,85.7,69.5,87.6,79.5,0,5,246,100,99.6,97.4,3,9,4,592,0,0,79,0,510,4,593,264,265,328
Teven Jenkins,41534,T,2019,2021,OKLA STATE,12,100,1,262,85.7,82.3,82.8,82.6,0,7,382,100,100,99.1,4,7,0,864,0,0,224,0,635,3,864,412,412,452
Parker Ferguson,81537,T,2019,2021,AIR FORCE,13,100,0,101,85.7,67.5,85.7,82.5,1,3,108,100,100,98.1,3,4,0,686,0,89,525,0,70,2,686,119,119,567
Daniel Brunskill,34807,T,2016,2017,S DIEGO ST,14,100,1,284,85.7,74.5,85.8,81.5,3,14,324,100,100,97.1,4,18,1,901,0,0,0,0,876,24,901,340,340,561
Colton Jackson,46065,G,2015,2017,ARK STATE,13,100,0,113,85.7,86.8,85.1,85.9,1,10,390,100,100,98.6,3,11,0,888,0,0,0,565,305,18,888,406,406,482
Marcus Henry,11228,C,2015,2016,BOISE ST,13,100,0,120,85.7,75.4,90.5,81.7,3,14,575,100,100,98,3,20,3,1019,1019,0,0,0,0,0,1019,596,596,423
Christian Haynes,77339,G,2022,2024,UCONN,12,100,1,146,85.6,90.1,87.2,88.4,1,2,293,100,100,99.5,8,3,0,736,0,0,0,736,0,0,736,311,311,425
Blaise Andries,55233,G,2021,2022,MINNESOTA,13,100,0,225,85.6,80.7,83.9,82.8,2,5,273,100,100,98.7,1,7,0,825,0,0,152,621,50,1,825,296,296,529
Nico Siragusa,11877,G,2016,2017,S DIEGO ST,14,100,0,284,85.6,87.4,83.8,85.2,0,2,324,100,100,99.4,2,3,1,898,0,897,0,0,0,0,898,340,340,558
Nick Haynes,46016,G,2016,2018,KENTUCKY,13,100,0,202,85.6,72.4,89.8,81.5,3,12,258,100,100,97.1,2,15,0,565,0,554,0,0,0,8,565,270,270,295
Keegan Cryder,57110,C,2021,2022,WYOMING,13,100,0,351,85.5,66.8,88.2,78.8,1,9,363,100,100,98.6,1,10,0,854,854,0,0,0,0,0,854,376,376,478
Cole Madison,46953,T,2016,2018,WASH STATE,13,100,1,341,85.5,93.2,73.8,87.9,4,7,704,100,100,98.8,10,14,3,1033,0,0,0,0,1032,0,1033,750,750,283
Jason Spriggs,10682,T,2015,2016,INDIANA,13,100,1,190,85.5,83.9,81.0,82.4,3,6,493,100,100,98.5,2,12,3,1078,0,0,1077,0,0,1,1078,511,511,567
Jake Pruehs,45577,C,2015,2018,OHIO,6,100,0,259,85.5,69.7,80.4,77.3,0,3,32,100,100,95.3,0,3,0,113,113,0,0,0,0,0,113,33,33,80
Kalon Davis,37759,T,2014,2015,CLEMSON,13,100,0,140,85.5,89.0,81.0,85.3,2,9,470,100,100,98.8,2,11,0,908,0,3,119,142,642,2,908,486,486,422
Cooper Beebe,99434,T,2021,2024,KANSAS ST,13,100,0,199,85.4,87.5,81.4,84.3,4,6,348,100,100,98.6,4,10,0,759,0,0,734,25,0,0,759,367,367,392
Josh Rivas,59780,G,2019,2022,KANSAS ST,13,100,0,199,85.4,75.7,85.6,81.9,1,5,137,100,100,97.8,1,6,0,377,0,376,0,1,0,0,377,142,142,235
Evan Plagg,46373,T,2017,2018,TULSA,9,100,0,320,85.4,78.5,82.5,81.0,3,2,245,100,100,97.8,1,8,3,697,0,0,694,0,0,3,697,264,264,433
Quenton Nelson,12954,G,2016,2018,NOTRE DAME,12,100,0,258,85.4,86.2,86.2,86.2,1,10,438,100,100.2,98.7,4,11,0,826,0,826,0,0,0,0,826,457,456,369
Ryker Mathews,11233,T,2015,2016,BYU,12,100,0,128,85.4,81.2,88.3,83.6,2,13,440,100,100,97.8,4,17,2,705,0,156,545,0,0,2,705,470,470,235
Dalton Cooper,98482,T,2021,2024,TEXAS ST,12,100,1,314,85.3,71.4,90.1,79.8,7,21,424,100,100,96,7,31,3,814,0,0,810,0,2,2,814,450,450,364
AJ Gillie,98043,G,2021,2024,LA LAFAYET,14,100,0,207,85.3,68.2,88.0,78.6,3,8,407,100,100,98.4,1,12,1,896,0,895,0,1,0,0,896,426,426,470
Luke McCleery,58508,T,2019,2021,ARMY,12,100,0,114,85.3,62.3,83.3,78.4,1,3,82,100,100,97.6,0,4,0,381,0,0,240,0,81,60,381,88,88,293
Ezra Cleveland,41973,T,2018,2020,BOISE ST,13,100,0,120,85.3,84.9,81.0,83.1,4,8,521,100,100,98.5,4,14,2,973,0,0,972,0,0,1,973,535,535,438
Reese Dismukes,9874,C,2014,2015,AUBURN,13,100,0,115,85.3,89.5,82.3,85.1,0,6,349,100,100,98.9,1,7,1,923,923,0,0,0,0,0,923,365,365,558
Quenton Nelson,12954,G,2015,2018,NOTRE DAME,12,100,1,258,85.2,77.9,88.1,82.7,2,6,373,100,100,98.1,3,11,3,744,0,744,0,0,0,0,744,393,393,351
John Gelotte,98406,T,2022,2023,DUKE,4,100,0,154,85.1,55.5,90.1,73.7,0,3,53,100,100,93.4,0,5,2,120,0,0,0,0,120,0,120,57,57,63
Joe Tippmann,101568,C,2021,2023,WISCONSIN,12,100,0,349,85.1,76.7,85.0,81.8,2,2,252,100,100,99.2,3,4,0,687,687,0,0,0,0,0,687,266,266,421
